name,address,lat,lng, type
VinFast - Bến xe Đồng Nai,P. Bình Đa Biên Hòa Đồng Nai,10.940,106.840,DC 180kW
VinFast - PVOIL Sáu Sấn,Minh Thạnh Dầu Tiếng Bình Dương,11.250,106.400,DC 60kW
VinFast - 1a Lộ Vòng Cung,An Bình Ninh Kiều,10.0080,105.7495,DC
VinFast - Bãi xe TTTM GO Cần Thơ,Lô 1 Hưng Phú Cái Răng,10.0200,105.7700,DC
VinFast - 58 Đường 3/2,Xuân Khánh Ninh Kiều,10.0142,105.7582,DC
VinFast - 2Q62+2HW An Bình,Ninh Kiều Cần Thơ,10.0102,105.7516,DC
VinFast - 222 QL91B,Long Tuyền Bình Thủy,10.0444,105.7350,DC
VinFast - Vincom Plaza Hùng Vương,2 Hùng Vương Ninh Kiều,10.0400,105.7800,DC 60kW
VinFast - Vincom Plaza Xuân Khánh,209 Đường 30/4 Ninh Kiều,10.0250,105.7700,DC 60kW
VinFast - Vinmec Cần Thơ,156 Đường 3/2 Ninh Kiều,10.0300,105.7600,DC 60kW
VinFast - Showroom VinFast Cần Thơ,274 Đường 30/4 Hưng Lợi,10.0200,105.7650,DC 30kW
VinFast - CHXD Dương Trí 39,Vĩnh Trinh Vĩnh Thạnh,10.2000,105.5000,DC 180kW
VinFast - Vincom Long An,Hùng Vương P.2 Tân An Long An,10.535,106.415,DC 180kW
VinFast - PVOIL Bến Lức,195 QL1A Bến Lức Long An,10.630,106.480,DC 180kW
VinFast - Vincom Mỹ Tho,1A Hùng Vương P.1 Tiền Giang,10.355,106.365,DC 60kW
VinFast - PVOIL Số 79,Ấp 1 Tân Phước Tiền Giang,10.450,106.250,DC 180kW
VinFast - PVOIL Số 52,QL1A Cai Lậy Tiền Giang,10.410,106.120,DC
VinFast - Go! Bến Tre,QL60 Võ Nguyên Giáp Bến Tre,10.250,106.350,DC
VinFast - Depot GSM Bến Tre,123 Đồng Văn Cống Bến Tre,10.230,106.370,DC 80kW
VinFast - PVOIL Số 38,QL60 Châu Thành Bến Tre,10.280,106.320,DC 180kW
VinFast - PVOIL Châu Thành B,Tiên Thủy Châu Thành Bến Tre,10.270,106.300,DC
VinFast - PVOIL An Thạnh,QL60 Mỏ Cày Nam Bến Tre,10.150,106.360,DC
VinFast - Vincom Vĩnh Long,55 Phạm Thái Bường Vĩnh Long,10.250,105.970,DC 250kW
VinFast - PVOIL Số 33,Thanh Đức Long Hồ Vĩnh Long,10.240,105.990,DC 180kW
VinFast - PVOIL Số 44,QL53 Cầu Ngang Trà Vinh,9.850,106.400,DC 60kW
VinFast - PVOIL Trà Vinh (Bạch Đằng),P.4 TP. Trà Vinh Trà Vinh,9.940,106.340,DC 60kW
VinFast - Vincom Sóc Trăng,Lý Tự Trọng P.2 Sóc Trăng,9.600,105.970,DC 60kW
VinFast - Bãi xe Hưng Cơ,1 Đặng Văn Viễn P.8 Sóc Trăng,9.590,105.960,DC 60kW
VinFast - Vincom Bạc Liêu,15 Trần Phú P.3 Bạc Liêu,9.290,105.720,DC 250kW
VinFast - PVOIL Số 31,Tỉnh lộ 38 TP. Bạc Liêu Bạc Liêu,9.250,105.750,DC 180kW
VinFast - Vincom Cà Mau,Lê Duẩn P.1 Cà Mau,9.180,105.150,DC 60kW
VinFast - PVOIL Số 10,ĐT 986A P.1 TP. Cà Mau Cà Mau,9.170,105.140,DC 60kW
VinFast - PVOIL Số 46,P.7 TP. Cà Mau Cà Mau,9.180,105.160,DC 180kW
VinFast - PVOIL Giá Rai,186 Khóm 4 TX. Giá Rai Bạc Liêu,9.270,105.650,DC 50
VinFast - PVOIL Trần Đề,TT. Định An 51 Sóc Trăng,9.450,106.100,DC 180kW
VinFast - Vincom An Giang,1242 Trần Hưng Đạo An Giang,10.370,105.440,DC 60kW
VinFast - PVOIL Số 66,222 Trần Hưng Đạo An Giang,10.350,105.450,DC 180kW
VinFast - Vincom Kiên Giang,Lô A12 Cô Bắc Rạch Giá Kiên Giang,10.010,105.080,DC 60kW
VinFast - Vinpearl Phú Quốc,Gành Dầu Phú Quốc Kiên Giang,10.330,103.860,DC 30kW
VinFast - PVOIL Số 7,QL61 Ấp 7 Vị Thanh Hậu Giang,9.780,105.460,DC 180kW
VinFast - Vincom Cao Lãnh,2 Đường 30/4 P.1 Đồng Tháp,10.460,105.640,DC 30kW
